state,season,crop,plot_area,avg_temp,total_rainfall,humidity,drought_index,soil_type,soil_texture,soil_ph,soil_organic_carbon,fertilizer_n,fertilizer_p,fertilizer_k,previous_crop,year,ndvi_mean,production,yield_t_ha
andhra pradesh,summer,sugarcane,3.3,27.78,893.23,70.99,0.14,alluvial,silty,6.0,0.89,99.29,48.34,67.5,cotton,2020,0.71,302.07,91.41
tamil nadu,rabi,sugarcane,4.84,27.38,1124.42,76.1,0.26,black,loamy,6.12,1.0,88.85,76.58,60.17,sugarcane,2010,0.73,449.07,92.77
telangana,kharif,sugarcane,2.88,25.83,1296.43,70.72,0.12,red,sandy,6.62,0.95,141.6,56.3,60.9,sugarcane,2023,0.77,273.58,94.91
tamil nadu,kharif,sugarcane,4.37,25.09,1272.88,79.91,0.25,black,sandy,6.56,0.63,83.84,72.64,63.4,maize,2019,0.72,404.65,92.5
telangana,kharif,sugarcane,3.35,27.13,1283.42,81.87,0.18,black,silty,6.61,0.76,136.98,51.79,55.02,rice,2024,0.73,312.33,93.28
karnataka,rabi,sugarcane,2.77,27.37,1255.67,76.54,0.21,black,loamy,6.04,0.65,116.26,50.23,77.02,wheat,2020,0.75,256.88,92.67
telangana,kharif,sugarcane,2.07,27.21,1123.4,77.04,0.16,laterite,silty,7.08,0.62,128.57,68.26,66.69,cotton,2019,0.78,191.18,92.4
telangana,kharif,sugarcane,4.05,26.97,1180.96,66.24,0.24,laterite,sandy,6.44,0.66,87.38,56.6,40.95,cotton,2022,0.84,375.77,92.73
karnataka,kharif,sugarcane,3.69,27.87,1226.88,72.09,0.21,black,loamy,6.2,0.65,149.06,40.49,62.23,maize,2016,0.73,341.84,92.58
tamil nadu,rabi,sugarcane,1.21,26.57,981.22,75.45,0.24,red,sandy,6.34,0.7,125.16,61.73,49.13,maize,2010,0.74,110.34,91.31
maharashtra,summer,sugarcane,4.03,26.07,1464.31,75.37,0.17,black,clayey,7.01,0.71,110.64,56.06,55.58,sugarcane,2012,0.73,381.36,94.63
telangana,summer,sugarcane,1.39,26.69,1326.74,82.68,0.23,black,clayey,6.64,0.72,121.0,77.73,43.07,cotton,2012,0.75,130.01,93.36
andhra pradesh,rabi,sugarcane,2.95,26.51,1050.21,77.44,0.21,alluvial,silty,6.87,0.75,148.84,60.43,40.58,sugarcane,2018,0.74,271.1,92.03
karnataka,rabi,sugarcane,4.31,28.96,1298.56,74.93,0.29,black,loamy,6.8,0.89,87.56,46.2,46.79,maize,2016,0.77,403.43,93.56
andhra pradesh,kharif,sugarcane,1.79,25.55,1246.57,69.0,0.19,laterite,silty,6.99,0.85,94.1,66.57,76.52,rice,2017,0.74,167.0,93.28
telangana,summer,sugarcane,3.95,26.67,1274.81,81.1,0.24,black,loamy,6.83,0.85,137.64,70.36,77.26,wheat,2010,0.79,368.48,93.36
karnataka,rabi,sugarcane,2.81,26.63,1174.7,66.24,0.25,alluvial,loamy,7.05,0.64,102.45,59.94,71.62,cotton,2014,0.71,259.63,92.29
tamil nadu,kharif,sugarcane,3.4,27.06,1028.77,76.96,0.22,laterite,sandy,7.01,0.86,91.0,51.49,50.52,maize,2022,0.81,314.31,92.52
karnataka,summer,sugarcane,2.03,25.74,1199.43,75.33,0.16,black,sandy,6.49,0.92,92.51,47.93,44.01,sugarcane,2020,0.74,190.88,93.82
karnataka,rabi,sugarcane,4.27,27.56,1218.4,69.0,0.2,black,sandy,7.03,0.89,101.8,61.12,52.37,wheat,2012,0.7,397.11,93.1
maharashtra,kharif,sugarcane,3.6,27.63,1240.57,72.12,0.19,alluvial,loamy,6.98,0.96,81.04,50.87,79.1,sugarcane,2016,0.73,337.92,93.9
andhra pradesh,kharif,sugarcane,1.29,27.13,1499.7,73.85,0.15,black,sandy,6.98,0.72,84.86,66.19,58.01,rice,2022,0.75,122.29,94.46
andhra pradesh,summer,sugarcane,1.51,26.02,908.28,67.89,0.24,alluvial,clayey,6.22,0.93,146.1,78.29,56.18,wheat,2018,0.76,137.79,91.53
karnataka,rabi,sugarcane,3.99,26.92,1195.25,80.5,0.19,red,clayey,6.94,0.96,138.68,55.04,50.77,cotton,2019,0.68,371.96,93.28
telangana,summer,sugarcane,1.69,25.39,1055.7,65.92,0.19,laterite,clayey,6.34,0.68,117.88,72.12,46.29,cotton,2024,0.73,155.07,92.03
karnataka,kharif,sugarcane,3.79,25.46,1173.8,70.66,0.2,alluvial,silty,6.85,0.73,149.44,43.11,72.13,wheat,2018,0.76,352.36,92.86
andhra pradesh,rabi,sugarcane,1.63,26.41,1270.93,74.54,0.16,red,sandy,6.88,0.83,97.47,59.23,46.43,cotton,2010,0.68,152.01,93.35
telangana,rabi,sugarcane,3.43,27.45,903.77,71.68,0.2,black,sandy,7.04,0.85,125.27,53.6,62.04,maize,2019,0.86,315.62,91.97
karnataka,rabi,sugarcane,3.81,27.33,1136.86,80.43,0.2,laterite,sandy,6.14,0.68,136.13,49.02,41.19,sugarcane,2011,0.83,354.5,93.01
andhra pradesh,summer,sugarcane,3.0,28.49,1203.61,71.56,0.16,laterite,silty,6.81,0.69,97.88,62.49,67.55,rice,2019,0.65,277.01,92.25
andhra pradesh,summer,sugarcane,4.9,27.54,1010.11,78.17,0.22,alluvial,silty,7.0,0.93,91.73,78.87,65.64,cotton,2011,0.83,454.68,92.78
karnataka,rabi,sugarcane,4.42,25.93,1158.04,69.62,0.13,red,sandy,6.91,0.92,136.64,40.67,50.83,sugarcane,2013,0.85,415.34,93.95
maharashtra,summer,sugarcane,4.6,26.22,1446.75,74.35,0.14,alluvial,sandy,6.02,0.92,97.47,54.74,69.66,wheat,2014,0.73,438.18,95.32
andhra pradesh,kharif,sugarcane,1.53,26.67,1232.58,80.36,0.19,red,sandy,6.69,0.81,89.66,64.7,54.67,wheat,2012,0.75,142.82,93.3
tamil nadu,summer,sugarcane,4.34,27.6,1621.36,70.74,0.23,alluvial,clayey,6.43,0.76,137.68,79.66,40.85,wheat,2015,0.7,412.28,95.04
andhra pradesh,rabi,sugarcane,3.87,25.74,985.85,80.71,0.26,black,sandy,6.24,0.6,97.08,60.21,61.25,sugarcane,2017,0.78,351.81,90.99
karnataka,summer,sugarcane,1.61,25.55,1150.58,84.78,0.18,laterite,sandy,6.97,0.6,131.78,44.51,79.26,wheat,2020,0.75,148.43,92.15
maharashtra,rabi,sugarcane,1.86,26.69,1087.24,77.04,0.09,laterite,clayey,6.27,0.67,144.29,57.52,60.2,maize,2017,0.78,172.46,92.73
karnataka,kharif,sugarcane,1.22,26.57,1178.79,71.73,0.18,red,loamy,6.47,0.94,82.05,71.57,55.04,wheat,2021,0.69,113.15,92.82
andhra pradesh,rabi,sugarcane,2.93,28.67,1609.05,70.9,0.21,alluvial,sandy,6.8,0.67,134.52,73.23,78.49,maize,2013,0.83,278.99,95.08
andhra pradesh,summer,sugarcane,2.61,26.13,1291.53,80.17,0.28,laterite,clayey,6.51,0.95,127.65,70.73,42.66,wheat,2022,0.74,244.64,93.79
maharashtra,kharif,sugarcane,3.44,27.91,848.44,78.29,0.17,alluvial,clayey,6.08,0.85,94.94,59.85,50.25,wheat,2016,0.76,312.64,90.78
maharashtra,summer,sugarcane,1.2,26.92,1116.65,78.56,0.2,black,silty,6.95,0.81,136.95,77.85,78.96,rice,2011,0.76,110.68,92.37
karnataka,kharif,sugarcane,2.31,27.05,777.5,77.3,0.22,black,sandy,6.91,0.96,91.97,43.09,72.19,sugarcane,2012,0.78,210.17,91.14
karnataka,kharif,sugarcane,1.33,26.49,1405.58,69.06,0.19,laterite,loamy,7.16,0.97,126.2,48.95,40.76,rice,2022,0.75,126.77,95.03
tamil nadu,summer,sugarcane,3.79,25.76,1281.77,81.69,0.13,laterite,silty,7.15,0.87,91.37,42.45,58.51,sugarcane,2013,0.83,358.44,94.61
andhra pradesh,kharif,sugarcane,3.84,26.54,1120.99,71.24,0.23,black,loamy,6.24,0.65,95.11,69.21,51.52,rice,2023,0.79,353.24,91.99
tamil nadu,kharif,sugarcane,3.4,26.16,984.73,74.13,0.16,red,silty,6.03,0.88,137.88,69.18,42.3,cotton,2012,0.75,312.83,92.0
tamil nadu,summer,sugarcane,3.15,29.05,1210.91,76.2,0.2,red,silty,6.61,0.63,95.7,53.23,79.76,rice,2020,0.72,289.54,92.02
tamil nadu,summer,sugarcane,4.27,27.28,1282.56,72.44,0.18,black,sandy,6.92,0.86,118.09,63.54,52.81,sugarcane,2017,0.77,401.39,94.01
karnataka,rabi,sugarcane,4.81,26.14,1236.66,65.8,0.24,alluvial,sandy,7.03,0.8,126.79,65.35,71.34,wheat,2016,0.74,449.07,93.38
tamil nadu,summer,sugarcane,2.62,26.23,1195.17,72.34,0.21,black,sandy,6.81,0.88,80.43,72.27,62.7,maize,2013,0.74,244.44,93.14
karnataka,rabi,sugarcane,1.58,25.63,880.58,75.98,0.14,laterite,silty,6.7,0.8,147.18,72.98,74.61,cotton,2020,0.72,144.46,91.23
tamil nadu,rabi,sugarcane,2.9,24.69,1124.47,71.63,0.13,alluvial,loamy,6.44,0.94,149.51,75.4,77.11,rice,2021,0.67,269.33,92.96
tamil nadu,rabi,sugarcane,2.2,25.75,1411.12,84.65,0.2,black,sandy,6.4,0.89,129.99,47.12,63.47,sugarcane,2023,0.77,208.11,94.56
andhra pradesh,rabi,sugarcane,1.75,27.84,1756.92,82.89,0.17,black,sandy,6.01,0.79,83.92,60.88,46.67,cotton,2014,0.74,168.31,96.16
tamil nadu,kharif,sugarcane,3.33,27.39,1306.73,75.06,0.24,alluvial,sandy,6.54,0.89,144.59,62.53,59.0,maize,2011,0.58,309.05,92.83
telangana,rabi,sugarcane,1.76,26.77,1269.42,80.01,0.19,black,silty,6.01,0.82,148.23,74.87,68.33,sugarcane,2020,0.76,164.99,93.71
maharashtra,kharif,sugarcane,1.69,28.35,1568.08,70.17,0.19,black,sandy,6.74,0.82,82.36,51.96,46.53,sugarcane,2016,0.76,160.57,95.16
andhra pradesh,rabi,sugarcane,1.11,26.35,1368.04,78.74,0.31,black,silty,6.78,0.7,101.55,56.64,45.22,sugarcane,2023,0.86,103.95,93.92
telangana,summer,sugarcane,2.06,26.23,986.64,77.1,0.23,red,clayey,6.84,0.77,104.16,54.85,70.88,sugarcane,2019,0.8,188.48,91.65
karnataka,summer,sugarcane,1.44,28.12,1198.79,78.11,0.22,red,loamy,7.04,0.86,94.2,50.29,46.49,cotton,2013,0.75,134.38,93.11
tamil nadu,kharif,sugarcane,3.28,24.64,1203.82,76.01,0.19,alluvial,loamy,7.1,0.78,124.09,46.43,78.43,wheat,2022,0.72,306.27,93.32
karnataka,summer,sugarcane,2.79,28.78,1432.98,83.81,0.19,black,sandy,6.76,0.89,121.48,69.93,56.61,cotton,2024,0.7,261.78,93.94
andhra pradesh,summer,sugarcane,3.13,27.48,1105.68,81.28,0.23,alluvial,sandy,6.25,0.97,119.35,75.7,60.45,sugarcane,2014,0.78,291.01,92.86
tamil nadu,rabi,sugarcane,2.12,27.35,1179.67,65.0,0.2,laterite,sandy,6.72,0.81,116.17,69.64,65.52,cotton,2014,0.77,196.87,92.98
telangana,rabi,sugarcane,3.63,26.37,1416.3,68.32,0.11,alluvial,sandy,7.19,0.69,136.72,44.76,46.06,wheat,2019,0.66,339.85,93.66
telangana,summer,sugarcane,2.63,25.79,1169.15,74.7,0.27,laterite,silty,7.13,0.62,86.21,62.31,67.68,rice,2011,0.76,242.12,92.1
maharashtra,kharif,sugarcane,2.93,29.01,1234.49,76.04,0.25,red,loamy,6.51,0.64,99.47,54.4,43.43,maize,2014,0.7,269.01,91.81
andhra pradesh,summer,sugarcane,3.47,27.52,1123.27,82.68,0.3,alluvial,loamy,6.62,0.95,85.2,46.57,54.96,sugarcane,2015,0.74,320.97,92.39
maharashtra,summer,sugarcane,3.15,28.61,1299.32,83.04,0.21,red,sandy,6.44,0.97,110.32,60.32,74.09,rice,2013,0.74,295.54,93.81
maharashtra,kharif,sugarcane,2.51,26.54,1023.46,79.55,0.22,alluvial,loamy,7.05,0.61,125.1,42.77,55.34,sugarcane,2021,0.78,229.99,91.63
maharashtra,rabi,sugarcane,1.65,28.98,1279.36,84.93,0.23,laterite,silty,6.09,0.98,139.54,41.51,41.42,sugarcane,2010,0.67,153.78,93.04
maharashtra,summer,sugarcane,4.19,27.14,1059.9,80.75,0.25,red,loamy,6.58,0.74,127.63,52.51,45.02,wheat,2023,0.77,383.23,91.54
karnataka,rabi,sugarcane,3.29,27.08,1199.66,66.98,0.23,laterite,loamy,7.05,0.66,129.4,54.85,69.11,sugarcane,2020,0.7,303.27,92.19
tamil nadu,summer,sugarcane,3.8,25.79,1236.45,69.58,0.21,alluvial,sandy,6.67,0.92,134.57,45.14,62.8,wheat,2013,0.8,357.53,94.02
maharashtra,rabi,sugarcane,3.35,28.24,1300.88,69.73,0.25,red,sandy,6.22,0.74,89.42,54.48,62.94,rice,2023,0.67,310.77,92.69
maharashtra,kharif,sugarcane,2.06,26.57,1174.23,72.67,0.24,alluvial,clayey,6.81,0.9,120.56,67.28,60.81,maize,2015,0.78,191.19,92.79
maharashtra,rabi,sugarcane,2.53,27.98,1172.35,66.54,0.18,red,clayey,6.62,0.73,105.54,40.05,45.98,cotton,2021,0.82,235.69,93.16
maharashtra,kharif,sugarcane,1.77,26.59,1021.22,76.63,0.16,black,clayey,6.1,0.63,117.06,61.38,50.89,rice,2018,0.72,161.94,91.4
karnataka,kharif,sugarcane,1.76,28.52,1293.2,82.14,0.23,black,clayey,6.99,0.85,140.52,64.95,73.89,rice,2012,0.64,163.58,92.8
karnataka,kharif,sugarcane,4.62,25.89,1197.96,78.34,0.16,black,loamy,6.54,0.74,117.28,52.85,65.66,cotton,2016,0.8,432.77,93.63
andhra pradesh,summer,sugarcane,3.38,27.73,1284.54,72.66,0.2,black,clayey,6.19,0.81,92.68,61.76,58.2,cotton,2013,0.74,314.34,93.12
andhra pradesh,rabi,sugarcane,2.68,26.12,1292.26,80.18,0.17,alluvial,silty,7.13,0.83,115.87,54.83,76.96,sugarcane,2011,0.8,251.94,94.15
telangana,rabi,sugarcane,3.35,28.74,1303.39,83.79,0.28,black,clayey,6.5,0.78,120.38,78.99,62.07,maize,2010,0.65,310.06,92.5
maharashtra,summer,sugarcane,1.95,27.4,1197.2,73.5,0.23,alluvial,loamy,6.72,0.69,84.17,65.27,63.86,sugarcane,2011,0.78,179.88,92.38
telangana,kharif,sugarcane,3.03,25.08,1234.27,81.88,0.22,red,sandy,6.83,0.69,105.24,72.02,50.62,wheat,2022,0.74,282.74,93.22
karnataka,kharif,sugarcane,4.96,27.56,1132.75,83.75,0.29,red,silty,6.47,0.66,147.4,41.62,71.8,wheat,2012,0.72,452.4,91.27
andhra pradesh,rabi,sugarcane,2.36,26.76,1097.6,70.09,0.12,black,silty,6.49,0.99,133.52,43.87,78.21,rice,2020,0.79,221.46,93.73
telangana,kharif,sugarcane,1.37,26.02,1165.74,84.36,0.23,black,clayey,6.85,0.86,128.94,48.04,57.4,wheat,2020,0.79,127.66,93.13
karnataka,kharif,sugarcane,1.15,27.71,1251.15,70.74,0.24,alluvial,loamy,6.29,0.78,80.91,56.0,70.84,wheat,2022,0.72,107.13,93.0
maharashtra,summer,sugarcane,1.39,27.68,1032.34,80.28,0.14,red,loamy,6.22,0.77,130.5,71.8,54.46,rice,2020,0.76,127.74,92.06
maharashtra,kharif,sugarcane,2.89,26.74,1450.36,84.65,0.24,alluvial,clayey,6.81,0.91,90.87,69.49,52.9,wheat,2024,0.75,274.73,95.07
maharashtra,summer,sugarcane,3.09,27.8,1135.1,68.54,0.13,alluvial,sandy,6.06,0.66,129.06,67.57,75.98,wheat,2017,0.73,284.55,92.1
tamil nadu,summer,sugarcane,1.22,26.4,1296.2,68.87,0.16,red,silty,6.23,0.88,93.57,62.67,49.31,rice,2017,0.77,114.98,94.32
andhra pradesh,kharif,sugarcane,3.41,26.73,1267.57,72.13,0.18,red,loamy,6.79,0.88,104.7,71.49,62.1,wheat,2023,0.77,321.21,94.18
tamil nadu,kharif,sugarcane,1.32,26.76,1098.05,81.06,0.17,red,clayey,6.76,0.71,126.45,48.07,59.62,wheat,2017,0.71,121.43,91.98
maharashtra,rabi,sugarcane,2.7,26.21,870.28,79.22,0.2,alluvial,loamy,6.68,0.68,115.95,57.86,62.11,cotton,2023,0.75,244.72,90.52
karnataka,summer,sugarcane,1.83,26.64,1178.96,68.77,0.17,laterite,sandy,6.45,0.74,82.85,79.21,50.76,cotton,2012,0.77,170.67,93.32
tamil nadu,kharif,sugarcane,2.35,26.36,1332.42,77.24,0.11,laterite,loamy,6.54,0.96,120.9,54.87,59.81,wheat,2018,0.71,221.91,94.49
telangana,rabi,sugarcane,1.66,26.88,1420.87,75.11,0.2,alluvial,clayey,6.32,0.67,105.59,68.46,59.18,sugarcane,2011,0.77,155.54,93.85
andhra pradesh,rabi,sugarcane,3.85,24.61,1211.65,78.75,0.19,black,silty,6.82,0.87,102.17,49.88,51.16,rice,2021,0.77,361.54,93.84
telangana,kharif,sugarcane,3.43,26.75,1266.16,70.85,0.28,laterite,clayey,6.57,0.81,149.83,41.71,58.98,sugarcane,2018,0.81,322.03,93.84
maharashtra,rabi,sugarcane,4.79,25.81,1020.83,80.8,0.25,black,silty,6.46,0.8,141.79,75.24,69.69,maize,2011,0.75,440.25,91.98
tamil nadu,kharif,sugarcane,4.64,27.17,1056.84,72.3,0.23,alluvial,sandy,7.02,0.98,82.99,48.99,57.2,maize,2018,0.75,427.35,92.15
andhra pradesh,rabi,sugarcane,4.79,27.11,1155.3,69.16,0.23,black,silty,6.26,0.94,98.24,76.59,51.45,maize,2014,0.66,443.04,92.44
andhra pradesh,rabi,sugarcane,4.19,26.31,1363.24,70.15,0.19,black,clayey,6.39,0.81,128.9,67.24,62.97,cotton,2018,0.67,392.75,93.72
telangana,rabi,sugarcane,3.67,26.91,946.75,81.99,0.2,laterite,loamy,6.04,0.92,99.1,47.92,62.27,rice,2014,0.69,337.64,92.09
andhra pradesh,rabi,sugarcane,3.27,27.19,982.95,70.9,0.2,red,silty,6.96,0.91,116.07,79.97,57.67,maize,2019,0.71,299.8,91.77
karnataka,rabi,sugarcane,4.77,25.65,1197.04,84.16,0.19,red,sandy,6.72,0.75,105.43,75.84,54.35,rice,2022,0.79,446.17,93.59
telangana,summer,sugarcane,4.29,27.11,1456.97,82.78,0.24,alluvial,loamy,6.76,0.67,144.62,70.77,75.9,maize,2014,0.82,405.18,94.46
maharashtra,kharif,sugarcane,4.22,27.46,990.29,82.41,0.25,laterite,loamy,7.2,0.96,114.74,55.49,52.03,rice,2019,0.79,388.61,91.98
andhra pradesh,summer,sugarcane,4.84,27.27,1201.63,84.43,0.32,red,loamy,6.28,0.9,133.14,74.77,69.42,cotton,2018,0.85,453.91,93.73
tamil nadu,kharif,sugarcane,3.5,28.61,1526.21,79.2,0.18,alluvial,loamy,6.51,0.72,81.86,50.03,50.21,cotton,2018,0.81,331.58,94.74
telangana,kharif,sugarcane,4.88,27.89,1037.61,78.99,0.19,alluvial,clayey,6.79,0.84,95.16,42.16,67.88,wheat,2014,0.77,448.4,91.81
karnataka,kharif,sugarcane,3.03,26.18,988.37,65.51,0.21,alluvial,loamy,6.86,0.78,102.5,72.63,61.61,rice,2012,0.71,278.09,91.7
maharashtra,kharif,sugarcane,1.28,27.6,1112.83,78.03,0.25,laterite,loamy,6.3,0.91,132.94,63.03,75.07,rice,2020,0.76,118.29,92.36
tamil nadu,rabi,sugarcane,2.3,26.16,1171.72,71.42,0.27,laterite,sandy,7.04,0.63,138.78,50.88,56.65,cotton,2023,0.7,211.54,91.97
maharashtra,rabi,sugarcane,3.74,27.45,1190.45,75.2,0.18,laterite,loamy,6.44,0.66,122.21,56.48,72.19,rice,2020,0.72,346.34,92.53
tamil nadu,rabi,sugarcane,4.17,25.92,985.51,65.99,0.25,red,clayey,6.53,0.87,124.56,67.3,53.58,cotton,2012,0.7,380.82,91.42
telangana,kharif,sugarcane,4.5,27.48,1119.83,74.34,0.23,red,loamy,6.16,0.96,107.38,43.76,46.54,sugarcane,2011,0.79,417.19,92.79
tamil nadu,rabi,sugarcane,1.81,25.78,1009.48,78.99,0.28,black,sandy,6.54,0.93,136.2,43.8,69.11,maize,2018,0.76,166.82,92.18
karnataka,rabi,sugarcane,3.02,27.22,1095.09,70.48,0.18,alluvial,loamy,7.18,0.63,83.07,70.06,76.02,rice,2012,0.78,278.43,92.2
andhra pradesh,kharif,sugarcane,3.72,28.21,1107.36,78.73,0.24,red,sandy,6.13,0.96,102.19,72.48,71.34,rice,2018,0.77,343.99,92.45
karnataka,rabi,sugarcane,1.02,26.72,925.94,79.33,0.2,alluvial,sandy,6.4,0.83,84.24,59.43,53.97,maize,2015,0.72,92.87,90.95
andhra pradesh,rabi,sugarcane,1.11,25.82,1068.97,72.15,0.26,red,sandy,6.73,0.63,125.93,69.55,65.58,rice,2011,0.78,101.83,91.59
karnataka,rabi,sugarcane,4.66,26.77,1134.49,84.69,0.2,alluvial,silty,6.24,0.67,134.26,76.27,46.04,sugarcane,2014,0.68,428.44,91.95
karnataka,rabi,sugarcane,3.08,26.76,1073.98,78.87,0.16,black,sandy,6.17,0.89,141.8,44.93,59.45,maize,2023,0.84,287.21,93.13
tamil nadu,kharif,sugarcane,1.5,26.98,1158.22,68.98,0.2,red,sandy,7.18,0.83,93.58,68.72,77.36,cotton,2017,0.82,140.32,93.51
karnataka,summer,sugarcane,3.18,27.76,1086.06,70.86,0.19,black,loamy,6.92,0.89,138.42,54.38,61.25,sugarcane,2019,0.63,292.38,91.8
telangana,summer,sugarcane,2.43,28.44,1103.45,68.33,0.17,alluvial,silty,6.78,0.82,125.55,58.68,44.9,cotton,2010,0.73,224.2,92.44
tamil nadu,rabi,sugarcane,1.1,25.1,1033.28,84.84,0.24,red,loamy,6.86,0.99,81.74,72.29,58.36,maize,2018,0.73,102.2,92.54
tamil nadu,kharif,sugarcane,2.9,28.73,1127.95,74.37,0.25,laterite,sandy,6.69,0.74,98.61,71.79,59.25,sugarcane,2013,0.64,264.49,91.05
karnataka,summer,sugarcane,4.41,28.03,1269.56,77.84,0.21,laterite,loamy,6.37,0.92,130.42,70.92,64.76,rice,2021,0.81,413.85,93.87
maharashtra,summer,sugarcane,2.27,27.21,1151.97,73.53,0.23,black,loamy,6.68,0.89,96.39,65.12,45.84,maize,2012,0.75,210.56,92.89
tamil nadu,rabi,sugarcane,2.16,27.84,1320.82,77.03,0.15,laterite,loamy,6.4,0.82,147.76,48.55,49.67,maize,2023,0.7,202.36,93.57
andhra pradesh,rabi,sugarcane,4.29,27.66,1318.05,75.84,0.2,black,sandy,6.68,0.65,128.8,62.23,54.55,cotton,2017,0.8,400.06,93.34
andhra pradesh,rabi,sugarcane,2.74,26.67,1261.0,69.83,0.16,laterite,sandy,6.34,0.86,126.67,74.51,59.25,sugarcane,2023,0.81,258.26,94.2
tamil nadu,rabi,sugarcane,4.43,25.72,1342.03,80.08,0.08,alluvial,silty,6.08,0.63,103.83,75.06,68.09,cotton,2019,0.82,419.68,94.74
telangana,kharif,sugarcane,2.81,26.31,1242.56,76.63,0.2,red,sandy,6.95,0.83,135.9,66.72,77.16,rice,2013,0.76,263.27,93.57
karnataka,summer,sugarcane,2.13,27.45,952.54,75.12,0.2,red,silty,6.27,0.8,143.63,43.39,65.04,wheat,2014,0.78,195.45,91.66
karnataka,rabi,sugarcane,1.65,26.75,1086.15,73.86,0.24,alluvial,loamy,6.67,0.97,131.74,51.03,44.1,sugarcane,2020,0.82,153.93,93.27
andhra pradesh,kharif,sugarcane,3.54,29.04,1212.9,75.05,0.24,laterite,clayey,6.74,0.78,112.08,61.01,58.72,wheat,2010,0.81,327.62,92.57
maharashtra,kharif,sugarcane,4.57,27.03,1185.01,81.25,0.24,black,silty,6.43,0.98,105.6,71.0,78.43,sugarcane,2022,0.75,426.66,93.36
karnataka,summer,sugarcane,1.6,26.71,1141.19,73.22,0.16,laterite,silty,6.53,0.96,115.85,49.73,70.96,maize,2024,0.76,149.84,93.48
karnataka,rabi,sugarcane,1.99,25.72,1300.03,71.02,0.18,black,sandy,6.5,0.88,90.5,66.82,68.78,cotton,2023,0.7,187.02,93.97
karnataka,summer,sugarcane,2.36,27.61,1138.31,72.64,0.29,laterite,silty,6.39,0.64,115.55,60.67,41.48,sugarcane,2015,0.71,215.26,91.23
andhra pradesh,rabi,sugarcane,1.63,27.26,1458.95,72.05,0.27,alluvial,sandy,6.82,0.64,110.6,44.2,70.42,sugarcane,2023,0.75,152.66,93.77
andhra pradesh,summer,sugarcane,4.81,26.28,1163.26,78.08,0.23,alluvial,sandy,6.67,0.89,84.13,63.41,60.33,wheat,2014,0.7,447.59,92.97
karnataka,rabi,sugarcane,3.6,27.4,771.03,72.07,0.2,laterite,loamy,6.12,0.73,146.75,69.62,73.27,rice,2018,0.77,326.37,90.57
telangana,rabi,sugarcane,3.18,26.59,1256.85,77.19,0.15,black,clayey,7.06,0.88,104.11,71.18,78.77,cotton,2016,0.78,298.1,93.79
andhra pradesh,kharif,sugarcane,2.89,27.83,1402.78,79.04,0.09,laterite,silty,6.08,0.8,145.78,78.79,73.68,sugarcane,2010,0.73,273.38,94.74
andhra pradesh,kharif,sugarcane,2.81,27.05,908.83,79.51,0.26,laterite,sandy,6.89,0.97,123.42,78.87,58.88,rice,2018,0.76,257.23,91.58
maharashtra,summer,sugarcane,2.84,27.43,1270.99,69.54,0.17,black,sandy,6.99,0.85,101.95,59.52,75.67,sugarcane,2018,0.69,265.62,93.6
maharashtra,rabi,sugarcane,3.77,27.01,1106.21,72.11,0.13,laterite,sandy,7.02,0.69,121.82,72.36,75.8,rice,2012,0.75,348.83,92.46
tamil nadu,summer,sugarcane,2.09,24.83,768.13,83.11,0.21,alluvial,clayey,6.56,0.66,96.1,41.26,78.05,rice,2014,0.81,188.94,90.51
tamil nadu,kharif,sugarcane,4.8,25.07,919.89,83.16,0.22,alluvial,loamy,6.49,0.64,108.47,60.52,66.66,rice,2023,0.75,437.16,91.1
telangana,summer,sugarcane,3.21,28.66,816.14,83.79,0.15,red,silty,7.17,0.66,99.18,71.9,55.14,wheat,2022,0.66,287.82,89.66
maharashtra,rabi,sugarcane,2.04,26.86,1551.36,67.17,0.25,alluvial,clayey,7.1,0.97,86.1,45.07,46.3,sugarcane,2011,0.73,194.77,95.3
tamil nadu,summer,sugarcane,2.74,27.09,1090.82,75.95,0.15,alluvial,loamy,6.75,0.98,144.5,52.73,65.37,wheat,2024,0.68,254.76,92.98
telangana,summer,sugarcane,3.41,27.79,1237.12,80.57,0.21,laterite,loamy,7.07,0.92,144.69,63.03,75.06,sugarcane,2017,0.76,317.58,93.22
andhra pradesh,summer,sugarcane,3.56,26.88,1104.93,66.76,0.27,laterite,loamy,6.1,0.75,149.98,70.81,56.21,sugarcane,2010,0.72,328.28,92.11
maharashtra,kharif,sugarcane,1.13,26.79,1038.57,72.8,0.22,red,sandy,6.99,0.98,89.91,49.42,60.96,maize,2010,0.72,104.7,92.6
telangana,summer,sugarcane,2.98,27.67,1023.91,76.46,0.24,black,sandy,6.62,0.75,140.71,43.59,76.97,cotton,2018,0.7,272.03,91.26
karnataka,summer,sugarcane,2.92,26.43,1093.78,77.75,0.16,red,silty,6.14,0.69,103.79,48.27,44.47,rice,2012,0.83,269.63,92.4
andhra pradesh,kharif,sugarcane,3.89,29.26,1116.17,75.27,0.15,red,clayey,6.65,0.7,94.99,54.12,47.1,cotton,2019,0.7,356.79,91.7
tamil nadu,rabi,sugarcane,2.69,27.3,1029.6,72.05,0.17,black,clayey,7.19,0.93,99.62,43.05,53.19,wheat,2016,0.75,248.52,92.26
